28,39,25,38,17,22,15,1,16,24,3,4,5,32,43,42,19,14,33,10,37,6,47,26,44,11,48,2,45,21,34,20,29,35,8,12,13,23,27,7,0,36,46,9,18,31,30,49,41,40,
7,39,25,38,17,22,15,1,16,24,3,4,5,32,43,42,19,14,33,10,37,6,47,26,44,11,48,2,45,21,34,20,29,35,8,12,13,23,27,28,0,36,46,9,18,31,30,49,41,40,
7,0,25,38,17,22,15,1,16,24,3,4,5,32,43,42,19,14,33,10,37,6,47,26,44,11,48,2,45,21,34,20,29,35,8,12,13,23,27,28,39,36,46,9,18,31,30,49,41,40,
7,0,25,38,17,22,15,1,16,24,3,4,5,32,43,42,19,14,33,10,37,6,47,26,44,11,48,2,45,21,34,20,29,35,8,12,13,23,27,28,39,36,46,9,18,31,30,49,41,40,
7,0,25,38,17,22,15,1,16,24,3,4,5,32,43,42,19,14,33,10,37,6,47,26,44,11,48,2,45,21,34,20,29,35,8,12,13,23,27,28,39,36,46,9,18,31,30,49,41,40,
7,0,25,38,9,22,15,1,16,24,3,4,5,32,43,42,19,14,33,10,37,6,47,26,44,11,48,2,45,21,34,20,29,35,8,12,13,23,27,28,39,36,46,17,18,31,30,49,41,40,
7,0,25,38,9,18,15,1,16,24,3,4,5,32,43,42,19,14,33,10,37,6,47,26,44,11,48,2,45,21,34,20,29,35,8,12,13,23,27,28,39,36,46,17,22,31,30,49,41,40,
7,0,25,38,9,18,15,1,16,24,3,4,5,32,43,42,19,14,33,10,37,6,47,26,44,11,48,2,45,21,34,20,29,35,8,12,13,23,27,28,39,36,46,17,22,31,30,49,41,40,
7,0,25,38,9,18,15,1,16,24,3,4,5,32,43,42,19,14,33,10,37,6,47,26,44,11,48,2,45,21,34,20,29,35,8,12,13,23,27,28,39,36,46,17,22,31,30,49,41,40,
7,0,25,38,9,18,15,1,16,24,3,4,5,32,43,42,19,14,33,10,37,6,47,26,44,11,48,2,45,21,34,20,29,35,8,12,13,23,27,28,39,36,46,17,22,31,30,49,41,40,
7,0,25,38,9,18,15,1,16,24,3,4,5,32,43,42,19,14,33,10,37,6,47,26,44,11,48,2,45,21,34,20,29,35,8,12,13,23,27,28,39,36,46,17,22,31,30,49,41,40,
7,0,25,38,9,18,15,1,16,24,3,4,5,32,43,42,19,14,33,10,37,6,47,26,44,11,48,2,45,21,34,20,29,35,8,12,13,23,27,28,39,36,46,17,22,31,30,49,41,40,
7,0,25,38,9,18,15,1,16,24,3,4,5,32,43,42,19,14,33,10,37,6,47,26,44,11,48,2,45,21,34,20,29,35,8,12,13,23,27,28,39,36,46,17,22,31,30,49,41,40,
7,0,25,38,9,18,15,1,16,24,3,4,5,32,43,42,19,14,33,10,37,6,47,26,44,11,48,2,45,21,34,20,29,35,8,12,13,23,27,28,39,36,46,17,22,31,30,49,41,40,
7,0,25,38,9,18,15,1,16,24,3,4,5,32,43,42,19,14,33,10,37,6,47,26,44,11,48,2,45,21,34,20,29,35,8,12,13,23,27,28,39,36,46,17,22,31,30,49,41,40,
7,0,25,8,9,18,15,1,16,24,3,4,5,32,43,42,19,14,33,10,37,6,47,26,44,11,48,2,45,21,34,20,29,35,38,12,13,23,27,28,39,36,46,17,22,31,30,49,41,40,
7,0,25,8,9,18,15,1,16,24,3,4,5,32,43,42,19,14,33,10,37,6,47,26,44,11,48,2,45,21,34,20,29,35,38,12,13,23,27,28,39,36,46,17,22,31,30,49,41,40,
7,0,25,8,9,13,15,1,16,24,3,4,5,32,43,42,19,14,33,10,37,6,47,26,44,11,48,2,45,21,34,20,29,35,38,12,18,23,27,28,39,36,46,17,22,31,30,49,41,40,
7,0,25,8,9,13,15,1,16,24,3,4,5,32,43,42,19,14,33,10,37,6,47,26,44,11,48,2,45,21,34,20,29,35,38,12,18,23,27,28,39,36,46,17,22,31,30,49,41,40,
7,0,25,8,9,13,15,1,16,24,3,4,5,32,43,42,19,14,33,10,37,6,47,26,44,11,48,2,45,21,34,20,29,35,38,12,18,23,27,28,39,36,46,17,22,31,30,49,41,40,
7,0,25,8,9,13,15,1,16,24,3,4,5,32,43,42,19,14,33,10,37,6,47,26,44,11,48,2,45,21,34,20,29,35,38,12,18,23,27,28,39,36,46,17,22,31,30,49,41,40,
